OBJECTID,Plant_Name,Owner,Operator,State,County,City,ZipCode,Cap_MMcfd,Plant_Flow,BTU_Content,Dry_Stor,NGL_Stor,Longitude,Latitude,Period,Source,Loc_Source,x,y
226,"Kingfisher Midstream, LLC","Alta Mesa Holdings, LP","Kingfisher Midstream, LLC",OK,Kingfisher,Dover,73734-3513,60,54,1244,,,-97.74498,35.78951,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-10880921.4012,4271696.7922
227,Kingman Gas Plant,Durango Midstream,,KS,Kingman,Cheney,67025,26,21,,,380,-97.87253,37.66021,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10895120.2022,4531535.4631
228,Kripple Kreek Gas Plant,Pecan Pipeline Company,Pecan Pipeline Company,TX,Montague,Bowie,76230,160,75,1200,,7300,-97.88261,33.52713,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10896242.3027,3965482.5014
229,Krotz Springs Gas Plant,"JP Oil Company, LLC","JP Oil Company, LLC",LA,St. Landry,Krotz Springs,70750,5,1,,,1143,-91.78967,30.49581,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10217979.3245,3567442.1342
230,Kutz Gas Plant,Williams,"Williams Midstream Services, LLC",NM,San Juan,Bloomfield,87413,230,114,1152,,4285,-107.96175,36.66727,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12018247.0352,4392829.439
231,La Gloria,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Jim Wells,Falfurrias,78355,265,40,1130,,34120,-98.15447,27.27639,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10926505.6195,3158045.6685
232,La Grange Plant,ETC Texas Pipeline Ltd,Energy Transfer Company,TX,Fayette,La Grange,78945,200,110,1275,,1700,-96.88861,30.00583,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10785590.7289,3504299.2577
233,La Veta Gas Plant,Tabula Rasa Energy LLC,Tabula Rasa Energy LLC,CO,Huerfano,La Veta,81055,20,4,285,,2142,-105.10533,37.53994,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11700271.8153,4514637.0799
234,Ladder Creek,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Cheyenne,Cheyenne Wells,80810,55,15,750,,600,-102.39433,38.79957,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11398484.6757,4693002.2239
235,Lafayette,MSL Oil & Gas Corp.,,PA,Mckean,Lewis Run,16738,2,2,1360,,700,-78.69785,41.80282,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8760604.5885,5131488.4463
236,Lake LaRose Gas Plant,Whiskey Bay Gathering Company,Whiskey Bay Gathering Company,LA,St. Martin,Breaux Bridge,70517,5,1,1118,,150,-91.68271,30.23908,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10206072.5917,3534318.5154
237,Lancaster Plant,Western Gas Partners LLC,Anadarko Petroleum,CO,Weld,Ft. Lupton,80621-9421,660,653,1311,,5700,-104.74839,40.14548,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11660537.4362,4887105.6123
238,Langley Processing Plant,"Markwest Energy Partners, L.P.","Markwest Energy Partners, L.P.",KY,Floyd,Langley,41645,295,118,1290,,4897,-82.80028,37.52632,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9217285.0071,4512725.1389
239,Larose Processing Plant,Discovery Producer Services,Williams Energy LLC,LA,Lafourche,Larose,70373,600,280,1175,,100,-90.39677,29.54171,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10062922.4058,3444775.9169
240,Leedey Natural Gas Processing,ONEOK,ONEOK,OK,Roger Mills,Leedey,73654-9311,50,20,1180,,2857,-99.4639,35.81381,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11072270.7003,4275032.0664
241,Leesville,Utica East Ohio Midstream LLC,Utica East Ohio Midstream LLC,OH,Carroll,Dennison,44621,250,6,1268,,3500,-81.22758,40.45066,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-9042212.844,4931648.7097
242,Lewis Run Gas Plant,Elkhorn Investments LLC,Elkhorn Gas Processing,PA,McKean,Bradford,16701,5,,,,1821,-78.6591,41.88182,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8756290.9583,5143293.0592
243,Lightburn Extraction Plant,"Dominion Gathering and Processing, Inc.","Dominion Energy Transmission, Inc.",WV,Lewis,Jane Lew,26378,44,9,1166,,5028,-80.44848,39.13194,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8955483.8287,4740588.5055
244,Lignite Natural Gas Processing Plant,ONEOK,ONEOK,ND,Burke,Lignite,58752,10,7,1293,,8571,-102.54368,48.87366,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11415110.2417,6253451.2652
245,Lilli Gas Processing Facility,Noble Energy,Noble Midstream Services,CO,Weld,New Raymer,80742,18,18,1400,,2572,-103.87405,40.68488,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11563206.3526,4965972.0601
246,Linam Ranch,"DCP Operating Company, LP","DCP Operating Company, LP",NM,Lea,Hobbs,88240,225,164,1241,,1400,-103.28623,32.69393,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11497770.5296,3854748.4022
247,Lincoln Parish Plant,ETC PennTex LLC,,LA,Lincoln,Arcadia,71001,200,150,1082,,8500,-92.85614,32.57471,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10336698.2218,3838988.9332
248,Little Knife Gas Plant,Petro Hunt LLC,Petro Hunt LLC,ND,Billings,Killdeer,58640,25,17,1400,,12530,-103.09801,47.29694,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11476817.975,5990677.6421
249,Lobo I Plant,,Delaware G&P LLC,TX,Loving,,,35,22,1220,,,-103.50696,31.75106,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11522342.0808,3730677.5597
250,Lobo II Plant,Delaware Processing LLC,Delaware Processing LLC,TX,Loving,Mentone,79754,135,110,1300,,700,-103.50696,31.75106,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11522342.0808,3730677.5597
251,Lompoc Oil & Gas Plant,Freeport-McMoRan Oil & Gas - 100%,Freeport-McMoRan Oil & Gas,CA,Santa Barbara,Lompoc,93436,15,3,1176,,2140,-120.43286,34.72234,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-13406524.65,4126211.9864
252,Lone Camp,Enbridge G&P North Texas L.P,"Enbridge G & P (North Texas), L.P.",TX,Palo Pinto,Gordon,76453,40,30,1250,,714,-98.31222,32.66139,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10944066.2692,3850444.9159
253,Lone Star Plant,Southcross Energy GP LLC,"FL Rich Gas Services, LP",TX,Bee,Tuleta,78162,300,130,1278,0,760,-97.84995,28.56216,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10892606.6081,3320035.9692
254,Lonesome Creek Natural Gas Processing Plant,ONEOK,ONEOK,ND,McKenzie,Alexander,58831,200,173,1405,,8571,-103.26307,47.69341,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11495192.3702,6055999.9043
255,Longhorn Gas Plant,Enerfin Resources Company,Enerfin Resources II-92 LP,TX,Archer,Wichita Falls,76310,2,1,1333,0,950,-98.49361,33.80583,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10964258.5116,4002759.4427
256,Longhorn Gas Plant,Targa Gas Processing LLC,Targa Gas Processing LLC,TX,Wise,Decatur,76234,200,127,1157,0,0,-97.52678,33.31093,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10856631.4883,3936647.8179
257,Longview,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,TX,Gregg,Longview,75603,125,110,1080,,1000,-94.86806,32.50361,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10560664.1317,3829600.3316
258,Longview Gas Plant,American Midstream,,TX,Gregg,Longview,75604,50,16,1270,,7850,-94.86806,32.50361,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10560664.1317,3829600.3316
259,Lost Cabin Gas Plant,ConocoPhillips Company (Burlington Resources),ConocoPhillips,WY,Fremont,Lysite,82642,265,211,984,0,0,-107.60222,43.27993,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11978224.3386,5354677.5749
260,Loving Plant,Targa Delaware LLC,Targa Delaware LLC,TX,Loving,Loving,79745,70,40,1210,,1400,-103.35693,31.90058,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11505640.8176,3750267.2707
261,Lowry Gas Plant,Targa Resources,Targa Resources,LA,Cameron,Lake Arthur,70549,220,1,1065,,,-92.77568,30.00797,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10327741.4556,3504574.3538
262,Lucerne,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Greeley,80631,36,36,1175,,3272,-104.66417,40.45722,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11651162.1087,4932608.4011
263,Lucerne II,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Greeley,80631,225,225,1175,,,-104.66417,40.45722,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11651162.1087,4932608.4011
264,Lufkin Plant,,Hilcorp Energy Co.,AL,Monroe,Frisco City,36445,3,1,1100,,952,-87.42206,31.45901,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9731779.2033,3692504.9063
265,Madill Gas Plant,"Madill Gas Processing Company, Llc",Carrera Operating Company,OK,Marshall,Madill,73446,50,40,1200,,3800,-96.5889,34.0845,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10752227.1643,4040153.9629
266,Majorsville Plant,MarkWest Liberty Midstream & Resource,MarkWest Liberty Midstream & Resources,WV,Marshall,Dallas,26036,1070,902,1241,,,-80.52056,39.96361,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-8963507.7376,4860655.5921
267,Maljamar Gas Plant,AKA - Frontier Field Services,Frontier Field Services,NM,Lea,Maljamar,88264,150,85,1200,,1143,-103.77194,32.81389,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11551839.5194,3870626.9483
268,Marion Gas Plant,Dart Oil & Gas Corporation,Dart Oil & Gas Corp,MI,Osceola,Marion,49665,3,1,1194,,607,-85.09891,44.08532,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9473167.3283,5478655.1573
269,Markham Gas Processing Plant,Williams Field Services-Gulf Coast Company LP,Williams Field Services-Gulf Coast Company LP,TX,Matagorda,Markham,77456,550,225,1139,,,-96.06029,29.01754,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10693382.5683,3377878.6734
270,Markley Plant,,"W. W. Sub, Inc.",TX,Jack & Young,Jermyn,76459,1,1,,,500,-98.37376,33.32721,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10950916.8706,3938816.5925
271,Markwest Cobb Extraction,"Markwest Energy Partners, L.P.","Markwest Energy Partners, L.P.",WV,Kanawha,Clendenin,25045-0932,35,24,1240,,2950,-81.32263,38.4875,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9052793.7616,4648523.9701
272,Matli Plant,Kinder Morgan,Kinder Morgan,OK,Blaine,Watonga,73772,25,5,1140,,914,-98.3875,35.88897,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10952446.4004,4285354.5504
273,Maysville Natural Gas Processing,ONEOK,ONEOK,OK,Garvin,Maysville,73057-0846,140,138,1313,,8600,-97.4416,34.81334,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10847149.2941,4138543.6393
274,McClure,Enable Products LLC,Enable Products LLC,OK,Custer,Butler,73625,215,200,1111,,2620,-99.28509,35.68025,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11052365.6622,4256712.9931
275,McKittrick 17Z Plant,Chevron,Chevron,CA,Kern,McKittrick,93251,80,24,1140,,5714,-119.63029,35.32284,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-13317182.9663,4207840.8198
276,McLean Plant,"Mclean Gas Processing Company, Lly",Carrera Operating Company,TX,Gray,Mclean,79057,25,9,1200,,300,-100.54206,35.24047,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11192290.9225,4196608.2649
277,McMullen,,Houston Pipeline Co.,TX,McMullen,Tilden,78072,5,4,1260,,760,-98.4833,28.4458,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10963110.8076,3305296.1241
278,Meeker Gas Plant,"Enterprise Gas Processing, LLC","Enterprise Gas Processing, LLC",CO,Rio Blanco,Rifle,81650,1800,955,1080,,,-108.19309,40.10497,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12043999.6862,4881207.9793
279,Mehan Gas Plant,Tag Petroleum Inc,Tag Petroleum Inc,OK,Payne,Stillwater,74076-1389,1.5,0.65,1250,0,714,-96.99814,36.04084,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10797783.5527,4306242.3491
280,Mentor NGL plant,Merit Energy Company (100%),Merit Energy Company,MI,Oscoda,Rose City,48654-xxxx,10,1,1130,,715,-84.1854,44.52155,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9371475.8602,5546511.2095
281,Mercy Gas Plant,Forest Oil Corporation 100%,Forest Oil Corporation,TX,San Jacinto,Near Cleveland,,4,2,,,1000,-95.18602,30.56603,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10596059.277,3576517.201
282,Mertzon Plant,Targa Resources,,TX,Irion,Mertzon,76941,52,49,1239,,7658,-100.90693,31.18414,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11232908.0651,3656686.3886
283,Mewbourne,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Platteville,80651,143,143,1175,,120000,-104.73603,40.26514,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11659161.5273,4904546.8388
284,Midkiff Plant,Targa Resources,Targa Pipeline MC WestTex LLC,TX,Reagan,Midkiff,79755,230,220,1290,,833,-101.76751,31.64655,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11328707.3925,3717003.722
285,Midmar East,,Coronado Midstream LLC,TX,Martin,Tarzan,79783,100,65,1300,,2500,-102.19403,32.17797,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11376187.3817,3786694.6938
286,Midmar West,,Coronado Midstream LLC,TX,Andrews,Andrews,79714,65,41,1300,,640,-102.35568,32.16281,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11394182.1774,3784700.9945
287,Milfay Plant,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),OK,Creek,Stroud,74079,15,6,1169,,950,-96.56744,35.76878,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10749838.248,4268852.3211
288,Minco Plant,Superior Pipeline Company LLC,Superior Pipeline Company LLC,OK,Grady,Tuttle,73089,18,6.7,1190,0,700,-97.86941,35.27546,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10894772.8854,4201378.3527
289,Minden Gas Plant,ETC Field Services LLC,ETC Field Services LLC,LA,Webster,Minden,71055,115,59,1140,,235,-93.25914,32.78008,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10381559.9766,3866149.5108
290,MiVida JV Processing Plant,ETC Field Services LLC,ETC Field Services LLC,TX,Ward,Barstow,79719,200,190,1280,,20000,-103.46528,31.5225,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11517702.2844,3700793.252
291,Mobile Bay,"DCP Operating Company, LP","DCP Operating Company, LP",AL,Mobile,Coden,36523,300,60,1090,,70000,-88.17294,30.38953,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9815366.7825,3553719.2059
292,Mobley Plant,Markwest Liberty Midstream & Res,,WV,Wetzel,Smithfield,26437,920,886,1172.22,0,0,-80.5583,39.5527,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-8967708.9352,4801153.1825
293,Mocane Station,ETC Field Services LLC,ETC Field Services LLC,OK,Beaver,Beaver,73932,55,29,1200,,714,-100.39655,36.89586,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11176092.8234,4424600.938
294,Monitor 11,"Breitburn Operating, L.P.","Breitburn Operating, L.P.",MI,Bay,Bay City,48706,0,0,,,1332,-83.95389,43.62672,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9345704.2849,5407856.7947
295,Monroeville Plant,Palmer Petroleum Inc,Palmer Petroleum Inc,AL,Monroe,Monroeville,36460,2,0,1300,,2142,-87.31064,31.47527,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9719375.9856,3694627.0434
296,Monument Plant,Targa Midstream Services LLC,"Targa Midstream Services, LLC",NM,Lea,Monument,88265,85,81,1265,,5357,-103.31194,32.61028,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11500632.5537,3843688.6679
297,Mooreland Plant,"DCP Operating Company, LP","DCP Operating Company, LP",OK,Woodward,Mooreland,73852,130,80,1180,,4117,-99.15753,36.43792,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11038165.7479,4361047.0075
298,Mount Pearl Gas Plant,,Citation Oil & Gas Corp.,CO,Cheyenne,Kit Carson,80825,1,1,1227,,1429,-102.74105,38.88652,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11437081.3696,4705429.5471
299,Mt. Olive Plant,ETC PennTex LLC,,LA,Lincoln,Ruston,71270,200,150,1082,,8500,-92.684,32.57682,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10317535.6847,3839267.6678
300,Mustang,"DCP Operating Company, LP","DCP Operating Company, LP",OK,Grady,Tuttle,73089,34,25,1160,,1100,-97.7645,35.30731,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10883094.3577,4205722.165
301,Nash,"SemGas, LP","SemGas, LP",OK,Grant,Nash,73761-5073,40,,,,,-98.0587,36.60893,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10915844.5519,4384735.9555
302,National Helium Plant,"DCP Operating Company, LP","DCP Operating Company, LP",KS,Seward,Liberal,67901-2079,620,340,1080,,4000,-100.76298,37.15921,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11216883.6244,4461321.9032
303,Natrium Extraction and Fractionation Plant,"Blue Racer Midstream, LLC","Blue Racer Midstream, LLC",WV,Marshall,Proctor,26055,450,424,1217,,150100,-80.86233,39.75989,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-9001553.4,4831111.2513
304,Neale,Texas Petroleum Investment Company,,LA,Beauregard,Merryville,70653,5,3,1072,,1143,-93.46947,30.77214,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10404973.8051,3603192.4069
305,Neptune Gas Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,LA,St. Mary,Centerville,70522,650,536,1153,,,-91.44561,29.73397,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10179678.7405,3469399.7974
306,Nesson Plant,Nesson Gathering System LLC,Nesson Gathering System LLC,ND,Williams,Tioga,58852,35,26.397,1340,,10119,-103.04125,48.36457,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11470499.4807,6167722.0255
307,New Hope,Enbridge G & P (East Texas) L.P.,Enbridge G & P (East Texas) L.P.,TX,Franklin,Scroggins,75163,10,6,1054,,4000,-95.18893,33.02957,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10596383.2168,3899229.5444
308,Newcastle Complex,"Western Gas Partners, LP","Western Gas Partners, LP",WY,Weston,Newcastle,82710,3,2,1550,,4005,-104.55599,43.63773,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11639119.5662,5409550.156
309,Nine Mile Gas Plant,"Enbridge G&P (Oklahoma), L.P.","Enbridge G & P (Oklahoma), L.P.",OK,Dewey,Leedy,73654-9712,30,30,1143,,,-99.30343,35.9409,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11054407.2616,4292492.3474
310,Norse Gas Plant,Kinder Morgan,Kinder Morgan,ND,Divide,McGregor,58755,25,22,1437,,6123,-102.92196,48.69187,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11457220.1786,6222738.9921
311,North Beach Plant,"Plains Gas Solutions, LLC",,AL,Conecuha,Evergreen,36401,10,,,,2000,-86.78352,31.31518,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9660697.2556,3673749.2691
312,North Terrebonne Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,LA,Terrebonne,Gibson,70356,1100,650,1100,,2000,-90.92866,29.62577,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10122132.1297,3455536.198
313,Northridge Plant,,"Enlink Midstream Services, LLC",OK,Hughes,Calvin,74531,200,56,1134,,5714,-96.2289,34.85257,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10712152.1476,4143864.0012
314,O`Connor,"DCP Operating Company, LP","DCP Operating Company, LP",CO,Weld,Kersey,80644,155,153,1300,,2300,-104.58667,40.35291,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11642534.8482,4917359.5112
315,Oak Grove,Williams Partners LP,Williams Partners LP,WV,Marshall,Moundsville,56041,200,75,1212,,3213,-80.69897,39.87685,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-8983368.2479,4848062.5619
316,Okarche,"DCP Operating Company, LP","DCP Operating Company, LP",OK,Kingfisher,Okarche,73762-9628,165,150,1165,,3095,-98.08591,35.73434,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10918873.5552,4264128.2681
317,Old Ocean Gas Plant,Arrowhead Pipeline L.P,Harvest Pipeline Company,TX,Brazoria,Sweeny,77480,140,65,1100,,7500,-95.74768,29.04718,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10658582.9822,3381652.3633
318,Opal Gas Plant,Williams,"Williams Midstream Services, LLC",WY,Lincoln,Opal,83124,1100,660,,,37000,-110.34384,41.77737,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12283420.081,5127688.6683
319,Oregon Basin Gas Plant,Merit Energy Company,Marathon Oil Company,WY,Park,Cody,82414,6,5.6,928.4,,952,-108.90337,44.34172,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12123067.6941,5518477.3303
320,Orla Plant,"ETC Texas Pipeline, Ltd.","ETC Texas Pipeline, Ltd.",TX,Reeves,Orla,79770,210,160,1220,,1350,-103.89649,31.81067,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11565704.362,3738483.7004
321,Osage Hills Gas Plant,"Osage Hills Pipeline Company, LLC",Alex Gas Systems,OK,Osage,Barnsdall,74002,5,3,,,500,-96.11631,36.68032,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10699618.6861,4394640.6994
322,Osborne Plant,Enbridge Pipelines (Texas Gathering) L.P.,Enbridge Pipelines (Texas Gathering) L.P.,TX,Roberts,Miami,75059,25,,,,476,-100.62102,35.78808,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11201080.7095,4271500.5507
323,Ozona,Chevron,Chevron,TX,Crockett,Ozona,76943,32,9,1290,,648,-101.21771,30.68246,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11267503.9365,3591578.8306
324,Ozona Gas Processing Plant,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Crockett,Ozona,76943-1029,120,85,1160,,15833,-101.21771,30.68246,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11267503.9365,3591578.8306
325,Paden Plant,Kinder Morgan (Scissortail Energy LLC),Kinder Morgan (Scissortail Energy LLC),OK,Okfuskee,Paden,74860,90,50,1235,,1550,-96.5491,35.55356,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10747796.6485,4239364.5253
326,Painter,Merit Energy Company,Merit Energy Company,WY,Uinta,Evanston,82931,270,185,730,,13000,-110.85623,41.31806,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12340459.0749,5059369.2422
327,Panhandle Superplant,"DCP Operating Company, LP","DCP Operating Company, LP",TX,Hutchinson County,Borger,79007,515,275,1217,0,31142,-101.41019,35.70127,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11288930.712,4259594.0571
328,Panola,"Enable Midstream Partners, LP","Enable Texola G&P, LLC",TX,Panola,Carthage,75633,100,75,1110,,1000,-94.25724,32.18278,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10492667.9604,3787327.3286
329,Panola II Processing Plant,BTA Gas Processing LLC,BTA Gas Processing LLC,TX,Panola,Carthage,75633,120,60,1117,0,267,-94.26639,32.19111,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-10493686.5337,3788423.0103
330,Panther Creek Natural Gas Processing,ONEOK,ONEOK,OK,Custer,Canute,73626,75,75,1120,,875,-99.20645,35.51503,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11043611.4974,4234093.8077
331,Panther Plant,La Grange Acquisition LP,Energy Transfer Company,TX,Upton,Rankin,79778,210,185,1326,,,-102.1933,31.64152,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11376106.1185,3716345.997
332,Parachute Creek Gas Plants,Williams,Williams,CO,Garfield,Parachute,81635,1000,545,1073,,16000,-108.11081,39.48787,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12034840.3184,4791797.6605
333,Pascagoula Gas Processing Plant,Enterprise Gas Processing LLC,Enterprise Gas Processing LLC,MS,Jackson,,39567,750,400,1200,0,1340,-88.49639,30.3825,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-9851373.0718,3552812.0156
334,Patrick Draw Gas Plant,"Mountain Gas Resources, LLC",Anadarko Petroleum,WY,Sweetwater,Rock Springs,82901,120,70,1165,,24500,-108.5101,41.59022,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-12079289.0779,5099792.668
335,Patterson II Plant,"Plains Gas Solutions, LLC","Plains Gas Solutions, LLC",LA,St. Mary,Patterson,70392,170,134,1097,,150,-91.34056,29.72611,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-10167984.628,3468392.1974
336,Pecos Bend Gas Processing Plant,"Caprock Midstream, LLC","Caprock Permian Processing, LLC",TX,Reeves,Pecos,79772,153,30,1386,,437,-103.52665,31.49826,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11524533.9615,3697628.1605
337,Pecos Diamond,"DCP Operating Company, LP","DCP Operating Company, LP",NM,Eddy,Artesia,88210,40,,,,,-104.26937,32.77049,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11607213.1737,3864879.8228
338,Pecos Gas Plant,"EagleClaw Midstream Ventures, LLC","EagleClaw Midstream Ventures, LLC",TX,Reeves,Pecos,79772,250,120,1300,,2040,-103.48953,31.39066,2017,"EIA-757, Natural Gas Processing Plant Survey",EPA,-11520401.782,3683588.3868
339,Pecos River Plant,"Medallion Delaware Basin, LLC","Medallion Operating Company, LLC",TX,Reeves,Orla,79770,30,19,1248,,4300,-103.81259,31.88155,2017,"EIA-757, Natural Gas Processing Plant Survey",Internet Reearch,-11556364.6567,3747772.2472
340,Pegasus Plant,"DCP Operating Company, LP",DCP Midstream,TX,Midland,Midkiff,79755,100,60,1287,,42,-102.13806,31.66167,2017,"EIA-757, Natural Gas Processing Plant Survey",HIFLD,-11369956.8298,3718981.0341
